first_name,second_name,full_name,id,position,position_abv,team,team_abv,selected_by_percent,chance_of_playing_this_round,this_round_chance,chance_of_playing_next_round,next_round_chance,status,now_cost,minutes,appearances,transfers_in,total_points,value_season
Matthew,Longstaff,Matthew Longstaff,487,Midfielder,MID,Newcastle,NEW,0.1,,1,0,0,i,50,572,9,0,27,5.4
Matty,James,Matty James,222,Midfielder,MID,Leicester,LEI,0.5,,1,,1,a,45,5,1,0,1,0.2
Max,Meyer,Max Meyer,143,Midfielder,MID,Crystal Palace,CRY,0.1,,1,,1,a,50,645,17,0,23,4.6
Max,Lowe,Max Lowe,511,Defender,DEF,Sheffield Utd,SHU,0.1,,1,,1,a,45,0,0,0,0,0
Max,Kilman,Maximilian Kilman,470,Defender,DEF,Wolves,WOL,1.9,,1,,1,a,40,184,3,0,5,1.2
Maxime,Le Marchand,Maxime Le Marchand,173,Defender,DEF,Fulham,FUL,0.2,,1,,1,a,45,0,0,0,0,0
Mbwana,Samatta,Mbwana Samatta,49,Forward,FWD,Aston Villa,AVL,0.1,,1,,1,a,60,940,14,0,29,4.8
Mesut,Özil,Mesut Özil,1,Midfielder,MID,Arsenal,ARS,1.5,,1,,1,a,70,1439,18,0,53,7.6
Michael,Keane,Michael Keane,156,Defender,DEF,Everton,EVE,1.7,,1,,1,a,50,2556,31,0,90,18
Michael,Hector,Michael Hector,178,Defender,DEF,Fulham,FUL,0.4,,1,,1,a,45,0,0,0,0,0
Michael,Obafemi,Michael Obafemi,381,Forward,FWD,Southampton,SOU,2.8,,1,,1,a,50,655,21,0,45,9
Michail,Antonio,Michail Antonio,437,Forward,FWD,West Ham,WHU,11.4,,1,,1,a,65,1767,24,0,111,17.1
Michy,Batshuayi,Michy Batshuayi,108,Forward,FWD,Crystal Palace,CRY,1.7,,1,,1,a,60,224,16,0,28,4.7
Miguel,Almirón,Miguel Almirón,339,Midfielder,MID,Newcastle,NEW,1.1,,1,,1,a,60,3020,36,0,109,18.2
Mohamed,Salah,Mohamed Salah,254,Midfielder,MID,Liverpool,LIV,31.3,,1,,1,a,120,2879,34,0,233,19.4
Mohammed,Salisu,Mohammed Salisu,479,Defender,DEF,Southampton,SOU,0.4,,1,,1,a,45,0,0,0,0,0
Moise,Kean,Moise Kean,169,Forward,FWD,Everton,EVE,0.5,,1,,1,a,60,830,29,0,53,8.8
Morgan,Gibbs-White,Morgan Gibbs-White,473,Midfielder,MID,Wolves,WOL,0,,1,0,0,n,50,125,7,0,11,2.2
Moussa,Djenepo,Moussa Djenepo,382,Midfielder,MID,Southampton,SOU,0.1,,1,,1,a,55,920,18,0,40,7.3
Moussa,Sissoko,Moussa Sissoko,385,Midfielder,MID,Spurs,TOT,0.6,,1,,1,a,50,2451,29,0,69,13.8
N'Golo,Kanté,N'Golo Kanté,113,Midfielder,MID,Chelsea,CHE,4,,1,,1,a,50,1730,22,0,57,11.4
Naby,Keita,Naby Keita,261,Midfielder,MID,Liverpool,LIV,1.1,,1,,1,a,55,806,18,0,52,9.5
Nampalys,Mendy,Nampalys Mendy,518,Midfielder,MID,Leicester,LEI,0.2,,1,,1,a,45,288,7,0,11,2.4
Nathan,Ferguson,Nathan Ferguson,145,Defender,DEF,Crystal Palace,CRY,2.2,,1,0,0,i,40,0,0,0,0,0
Nathan,Aké,Nathan Aké,279,Defender,DEF,Man City,MCI,7.5,,1,,1,a,55,2503,29,0,79,14.4
Nathan,Redmond,Nathan Redmond,365,Midfielder,MID,Southampton,SOU,0.9,,1,,1,a,65,2763,32,0,107,16.5
Neal,Maupay,Neal Maupay,68,Forward,FWD,Brighton,BHA,1.9,,1,,1,a,65,2763,37,0,131,20.2
Neco,Williams,Neco Williams,264,Defender,DEF,Liverpool,LIV,4.9,,1,,1,a,40,228,6,0,14,3.5
Neeskens,Kebano,Neeskens Kebano,180,Midfielder,MID,Fulham,FUL,0.2,,1,,1,a,50,0,0,0,0,0
Neil,Taylor,Neil Taylor,31,Defender,DEF,Aston Villa,AVL,0.4,,1,,1,a,45,1088,14,0,22,4.9
Nemanja,Matic,Nemanja Matic,295,Midfielder,MID,Man Utd,MUN,0.3,,1,,1,a,50,1578,21,0,55,11
Nick,Pope,Nick Pope,96,Goalkeeper,GKP,Burnley,BUR,18.7,,1,,1,a,55,3420,38,0,170,30.9
Nicolas,Pépé,Nicolas Pépé,18,Midfielder,MID,Arsenal,ARS,2.3,,1,,1,a,80,2004,31,0,106,13.2
Nicolás,Otamendi,Nicolás Otamendi,269,Defender,DEF,Man City,MCI,0.7,,1,,1,a,50,1710,24,0,82,16.4
Odion,Ighalo,Odion Ighalo,293,Forward,FWD,Man Utd,MUN,0.3,,1,,1,a,65,92,11,0,11,1.7
Oleksandr,Zinchenko,Oleksandr Zinchenko,283,Defender,DEF,Man City,MCI,0.5,,1,,1,a,55,1271,19,0,49,8.9
Oliver,Casey,Oliver Casey,215,Defender,DEF,Leeds,LEE,1,,1,,1,a,40,0,0,0,0,0
Oliver,Norwood,Oliver Norwood,349,Midfielder,MID,Sheffield Utd,SHU,0.7,,1,,1,a,50,3089,38,0,98,19.6
Oliver,McBurnie,Oliver McBurnie,357,Forward,FWD,Sheffield Utd,SHU,0.8,,1,,1,a,60,2105,36,0,86,14.3
Oliver,Burke,Oliver Burke,424,Midfielder,MID,Sheffield Utd,SHU,0.9,,1,,1,a,45,0,36,0,0,0
Oliver,Skipp,Oliver Skipp,404,Midfielder,MID,Spurs,TOT,0,,1,0,0,n,45,74,7,0,7,1.6
Olivier,Giroud,Olivier Giroud,103,Forward,FWD,Chelsea,CHE,1.4,,1,,1,a,70,988,18,0,68,9.7
Ollie,Watkins,Ollie Watkins,514,Forward,FWD,Aston Villa,AVL,0.8,,1,,1,a,60,0,0,0,0,0
Oluwasemilogo Adesewo Ibidapo,Ajayi,Oluwasemilogo Adesewo Ibidapo Ajayi,419,Defender,DEF,West Brom,WBA,0.4,,1,,1,a,50,0,0,0,0,0
Oriol,Romeu Vidal,Oriol Romeu Vidal,364,Midfielder,MID,Southampton,SOU,4.7,,1,,1,a,45,1855,30,0,51,11.3
Ørjan,Nyland,Ørjan Nyland,35,Goalkeeper,GKP,Aston Villa,AVL,17.4,,1,,1,a,40,537,7,0,15,3.8
Oskar,Buur,Oskar Buur,467,Defender,DEF,Wolves,WOL,1.8,,1,,1,a,40,0,0,0,0,0
Pablo,Marí,Pablo Marí,10,Defender,DEF,Arsenal,ARS,0,,1,0,0,i,45,113,2,0,8,1.8
Pablo,Hernández Domínguez,Pablo Hernández Domínguez,193,Midfielder,MID,Leeds,LEE,2.1,,1,,1,a,60,0,0,0,0,0
Pablo,Fornals,Pablo Fornals,450,Midfielder,MID,West Ham,WHU,0.1,,1,,1,a,65,2167,36,0,93,14.3
Pascal,Groß,Pascal Groß,57,Midfielder,MID,Brighton,BHA,0.2,,1,,1,a,60,1791,29,0,76,12.7
Pascal,Struijk,Pascal Struijk,211,Defender,DEF,Leeds,LEE,1.8,,1,,1,a,40,0,0,0,0,0
Patrick,van Aanholt,Patrick van Aanholt,139,Defender,DEF,Crystal Palace,CRY,0.1,,1,0,0,i,55,2507,29,0,109,19.8
Patrick,Bamford,Patrick Bamford,202,Forward,FWD,Leeds,LEE,4.3,,1,,1,a,55,0,0,0,0,0
Paul,Pogba,Paul Pogba,296,Midfielder,MID,Man Utd,MUN,1.7,,1,,1,a,80,1202,16,0,51,6.4
Paul,Dummett,Paul Dummett,331,Defender,DEF,Newcastle,NEW,0,,1,25,0.25,d,45,1227,16,0,44,9.8
Paulo,Gazzaniga,Paulo Gazzaniga,393,Goalkeeper,GKP,Spurs,TOT,0.4,,1,,1,a,45,1612,18,0,58,12.9
Pedro,Lomba Neto,Pedro Lomba Neto,474,Midfielder,MID,Wolves,WOL,0.2,,1,,1,a,55,920,29,0,57,10.4
Phil,Bardsley,Phil Bardsley,82,Defender,DEF,Burnley,BUR,0.7,,1,,1,a,45,1890,21,0,78,17.3
Phil,Foden,Phil Foden,284,Midfielder,MID,Man City,MCI,4.5,,1,,1,a,65,888,23,0,69,10.6
Phil,Jones,Phil Jones,297,Defender,DEF,Man Utd,MUN,0.1,,1,,1,a,50,135,2,0,2,0.4
Pierre-Emerick,Aubameyang,Pierre-Emerick Aubameyang,4,Midfielder,MID,Arsenal,ARS,47.5,,1,,1,a,120,3136,36,0,205,17.1
Pierre-Emile,Højbjerg,Pierre-Emile Højbjerg,396,Midfielder,MID,Spurs,TOT,1.2,,1,,1,a,50,2750,33,0,75,15
Raheem,Sterling,Raheem Sterling,276,Midfielder,MID,Man City,MCI,3.8,,1,,1,a,115,2651,33,0,204,17.7
Raúl,Jiménez,Raúl Jiménez,460,Forward,FWD,Wolves,WOL,19.1,,1,,1,a,85,3241,38,0,194,22.8
Reece,James,Reece James,123,Defender,DEF,Chelsea,CHE,4.7,,1,,1,a,50,1510,24,0,61,12.2
Reiss,Nelson,Reiss Nelson,21,Midfielder,MID,Arsenal,ARS,0.1,,1,,1,a,55,622,17,0,30,5.5
Rekeem,Harper,Rekeem Harper,426,Midfielder,MID,West Brom,WBA,0.6,,1,,1,a,45,0,0,0,0,0
Rhian,Brewster,Rhian Brewster,262,Forward,FWD,Liverpool,LIV,6.2,,1,,1,a,45,0,0,0,0,0
Ricardo Domingos,Barbosa Pereira,Ricardo Pereira,226,Defender,DEF,Leicester,LEI,0.2,,1,0,0,i,60,2520,28,0,123,20.5
Richarlison,de Andrade,Richarlison de Andrade,166,Forward,FWD,Everton,EVE,10.6,,1,,1,a,80,3070,36,0,165,20.6
Riyad,Mahrez,Riyad Mahrez,275,Midfielder,MID,Man City,MCI,2.1,,1,,1,a,85,1934,33,0,175,20.6
Rob,Holding,Rob Holding,16,Defender,DEF,Arsenal,ARS,0.9,,1,,1,a,45,580,8,0,16,3.6
Robbie,Brady,Robbie Brady,95,Midfielder,MID,Burnley,BUR,0.1,,1,,1,a,50,445,17,0,32,6.4
Robert,Snodgrass,Robert Snodgrass,428,Midfielder,MID,West Ham,WHU,0.2,,1,100,1,a,60,1504,24,0,87,14.5
Roberto,Firmino,Roberto Firmino,249,Forward,FWD,Liverpool,LIV,4.2,,1,,1,a,95,2985,38,0,155,16.3
Roberto,Jimenez Gago,Roberto Jiménez,433,Goalkeeper,GKP,West Ham,WHU,0,,1,0,0,u,45,686,8,0,18,4
Robin,Koch,Robin Koch,491,Defender,DEF,Leeds,LEE,0.6,,1,,1,a,45,0,0,0,0,0
Rodrigo,Moreno,Rodrigo Moreno,492,Forward,FWD,Leeds,LEE,8.2,,1,,1,a,60,0,0,0,0,0
Rodrigo,Hernandez,Rodrigo Hernandez,286,Midfielder,MID,Man City,MCI,0.6,,1,,1,a,55,2480,35,0,92,16.7
Rolando,Aarons,Rolando Aarons,337,Midfielder,MID,Newcastle,NEW,0.1,,1,,1,a,50,0,0,0,0,0
Romain,Saïss,Romain Saïss,461,Defender,DEF,Wolves,WOL,2.9,,1,,1,a,50,2703,33,0,103,20.6
Romaine,Sawyers,Romaine Sawyers,413,Midfielder,MID,West Brom,WBA,0.1,,1,,1,a,50,0,0,0,0,0
Ross,Barkley,Ross Barkley,106,Midfielder,MID,Chelsea,CHE,0.3,,1,,1,a,60,1095,21,0,61,10.2
Ruben,Loftus-Cheek,Ruben Loftus-Cheek,115,Midfielder,MID,Chelsea,CHE,0.2,,1,,1,a,60,203,7,0,12,2
Rúben Diogo,da Silva Neves,Rúben Neves,466,Midfielder,MID,Wolves,WOL,2.7,,1,,1,a,55,3053,38,0,97,17.6
Rúben Gonçalo,Silva Nascimento Vinagre,Rúben Vinagre,471,Defender,DEF,Wolves,WOL,11.7,,1,,1,a,45,644,16,0,32,7.1
Rui Pedro,dos Santos Patrício,Rui Patrício,455,Goalkeeper,GKP,Wolves,WOL,6.7,,1,,1,a,55,3420,38,0,153,27.8
Ryan,Fraser,Ryan Fraser,507,Midfielder,MID,Newcastle,NEW,1.1,,1,,1,a,60,2061,28,0,73,12.2
Ryan,Bertrand,Ryan Bertrand,362,Defender,DEF,Southampton,SOU,1.5,,1,,1,a,50,2742,32,0,75,15
Ryan,Sessegnon,Ryan Sessegnon,399,Defender,DEF,Spurs,TOT,0.3,,1,,1,a,50,341,6,0,9,1.8
Ryan,Fredericks,Ryan Fredericks,438,Defender,DEF,West Ham,WHU,0.8,,1,,1,a,45,2235,27,0,74,16.4
Ryan,Bennett,Ryan Bennett,456,Defender,DEF,Wolves,WOL,0.4,,1,,1,a,45,932,16,0,32,7.1
Sadio,Mané,Sadio Mané,251,Midfielder,MID,Liverpool,LIV,13.8,,1,,1,a,120,2745,35,0,221,18.4
Sam,Johnstone,Sam Johnstone,417,Goalkeeper,GKP,West Brom,WBA,0.8,,1,,1,a,45,0,0,0,0,0
Sam,Field,Sam Field,423,Midfielder,MID,West Brom,WBA,0,,1,,1,a,50,0,0,0,0,0
Sander,Berge,Sander Berge,360,Midfielder,MID,Sheffield Utd,SHU,0.2,,1,75,0.75,d,50,943,14,0,40,8
Scott,Dann,Scott Dann,486,Defender,DEF,Crystal Palace,CRY,0.3,,1,,1,a,45,1264,16,0,51,11.3
Scott,McTominay,Scott McTominay,309,Midfielder,MID,Man Utd,MUN,0.3,,1,,1,a,50,1765,27,0,74,14.8
Sead,Kolasinac,Sead Kolasinac,14,Defender,DEF,Arsenal,ARS,0.3,,1,,1,a,50,1694,26,0,55,11
Seamus,Coleman,Séamus Coleman,152,Defender,DEF,Everton,EVE,0.7,,1,,1,a,50,1833,27,0,55,11
Sean,Longstaff,Sean Longstaff,480,Midfielder,MID,Newcastle,NEW,0.1,,1,,1,a,50,1370,23,0,44,8.8
Sébastien,Haller,Sébastien Haller,441,Forward,FWD,West Ham,WHU,0.7,,1,,1,a,65,2259,32,0,102,15.7
Serge,Aurier,Serge Aurier,389,Defender,DEF,Spurs,TOT,4.2,,1,,1,a,55,2699,33,0,124,22.5
Sergio,Agüero,Sergio Agüero,268,Forward,FWD,Man City,MCI,4,,1,,1,a,105,1449,24,0,132,12.6
Sergio,Romero,Sergio Romero,289,Goalkeeper,GKP,Man Utd,MUN,0.2,,1,,1,a,50,0,0,0,0,0
Shane,Duffy,Shane Duffy,58,Defender,DEF,Brighton,BHA,0.2,,1,0,0,n,45,1232,19,0,44,9.8
Shane,Long,Shane Long,361,Forward,FWD,Southampton,SOU,1.5,,1,,1,a,55,1386,26,0,62,11.3
Shkodran,Mustafi,Shkodran Mustafi,7,Defender,DEF,Arsenal,ARS,0,,1,0,0,i,50,1205,15,0,43,8.6
Simon,Moore,Simon Moore,348,Goalkeeper,GKP,Sheffield Utd,SHU,0.3,,1,,1,a,45,180,2,0,3,0.7
Sofiane,Boufal,Sofiane Boufal,372,Midfielder,MID,Southampton,SOU,0.1,,1,,1,a,55,753,20,0,34,6.2
Sokratis,Papastathopoulos,Sokratis Papastathopoulos,2,Defender,DEF,Arsenal,ARS,0.3,,1,0,0,i,50,1696,19,0,57,11.4
Solomon,March,Solly March,65,Midfielder,MID,Brighton,BHA,0,,1,,1,a,50,1139,19,0,38,7.6
Stefan,Johansen,Stefan Johansen,174,Midfielder,MID,Fulham,FUL,0.1,,1,,1,a,50,0,0,0,0,0
Steven,Alzate,Steven Alzate,79,Midfielder,MID,Brighton,BHA,0.4,,1,,1,a,45,1181,19,0,33,7.3
Steven,Bergwijn,Steven Bergwijn,400,Midfielder,MID,Spurs,TOT,1.5,,1,,1,a,75,699,14,0,43,5.7
Stuart,Dallas,Stuart Dallas,200,Defender,DEF,Leeds,LEE,4.7,,1,,1,a,45,0,0,0,0,0
Stuart,Armstrong,Stuart Armstrong,368,Midfielder,MID,Southampton,SOU,0.7,,1,0,0,i,55,1706,30,0,98,17.8
Tahith,Chong,Tahith Chong,316,Midfielder,MID,Man Utd,MUN,0,,1,0,0,n,45,34,3,0,3,0.7
Takumi,Minamino,Takumi Minamino,258,Midfielder,MID,Liverpool,LIV,0.6,,1,,1,a,65,241,10,0,11,1.7
Tammy,Abraham,Tammy Abraham,118,Forward,FWD,Chelsea,CHE,5.5,,1,,1,a,75,2206,34,0,153,20.4
Tanguy,Ndombele,Tanguy Ndombele,405,Midfielder,MID,Spurs,TOT,0.2,,1,,1,a,60,1002,21,0,45,7.5
Tariq,Lamptey,Tariq Lamptey,77,Defender,DEF,Brighton,BHA,2.1,,1,,1,a,45,619,9,0,26,5.8
Teden,Mengi,Teden Mengi,319,Defender,DEF,Man Utd,MUN,0.7,,1,,1,a,40,0,0,0,0,0
Theo,Walcott,Theo Walcott,148,Midfielder,MID,Everton,EVE,0.3,,1,,1,a,60,1281,25,0,63,10.5
Thiago,Thiago,Thiago Thiago,490,Defender,DEF,Chelsea,CHE,4.1,,1,25,0.25,d,55,0,0,0,0,0
Tim,Ream,Tim Ream,176,Defender,DEF,Fulham,FUL,0.2,,1,,1,a,45,0,0,0,0,0
Timo,Werner,Timo Werner,117,Forward,FWD,Chelsea,CHE,48.9,,1,,1,a,95,0,0,0,0,0
Timothy,Castagne,Timothy Castagne,498,Defender,DEF,Leicester,LEI,1.1,,1,,1,a,55,0,0,0,0,0
Timothy,Fosu-Mensah,Timothy Fosu-Mensah,312,Defender,DEF,Man Utd,MUN,0.1,,1,,1,a,45,136,3,0,7,1.6
Toby,Alderweireld,Toby Alderweireld,386,Defender,DEF,Spurs,TOT,2.8,,1,,1,a,55,2957,33,0,97,17.6
Tom,Heaton,Tom Heaton,28,Goalkeeper,GKP,Aston Villa,AVL,0.1,,1,0,0,i,45,1794,20,0,59,13.1
Tom,Davies,Tom Davies,163,Midfielder,MID,Everton,EVE,0.1,,1,,1,a,55,2020,30,0,59,10.7
Tom,Cairney,Tom Cairney,175,Midfielder,MID,Fulham,FUL,0.4,,1,,1,a,55,0,0,0,0,0
Tomas,Soucek,Tomas Soucek,449,Midfielder,MID,West Ham,WHU,6.5,,1,,1,a,50,1039,13,0,41,8.2
Tommy,Doyle,Tommy Doyle,285,Midfielder,MID,Man City,MCI,0.1,,1,,1,a,45,15,1,0,1,0.2
Trent,Alexander-Arnold,Trent Alexander-Arnold,259,Defender,DEF,Liverpool,LIV,55.8,,1,,1,a,75,3173,38,0,210,28
Tyler,Roberts,Tyler Roberts,206,Midfielder,MID,Leeds,LEE,0.1,,1,,1,a,50,0,0,0,0,0
Tyrick,Mitchell,Tyrick Mitchell,146,Defender,DEF,Crystal Palace,CRY,12.4,,1,,1,a,40,193,4,0,4,1
Tyrone,Mings,Tyrone Mings,41,Defender,DEF,Aston Villa,AVL,1.5,,1,,1,a,50,2902,33,0,90,18
Vicente,Guaita,Vicente Guaita,128,Goalkeeper,GKP,Crystal Palace,CRY,1.5,,1,,1,a,50,3150,35,0,137,27.4
Victor,Lindelöf,Victor Lindelöf,308,Defender,DEF,Man Utd,MUN,2,,1,,1,a,50,3092,35,0,116,23.2
Virgil,van Dijk,Virgil van Dijk,250,Defender,DEF,Liverpool,LIV,26.5,,1,,1,a,65,3420,38,0,178,27.4
Vitor,Ferreira,Vitor Ferreira,515,Midfielder,MID,Wolves,WOL,0,,1,,1,a,50,0,0,0,0,0
Wayne,Hennessey,Wayne Hennessey,126,Goalkeeper,GKP,Crystal Palace,CRY,0.9,,1,,1,a,45,270,3,0,7,1.6
Wes,Morgan,Wes Morgan,216,Defender,DEF,Leicester,LEI,0.1,,1,75,0.75,d,45,430,11,0,19,4.2
Wes,Foderingham,Wes Foderingham,350,Goalkeeper,GKP,Sheffield Utd,SHU,0.2,,1,,1,a,45,0,0,0,0,0
Wesley,Moraes,Wesley Moraes,48,Forward,FWD,Aston Villa,AVL,0,,1,0,0,i,60,1782,21,0,67,11.2
Wilfred,Ndidi,Wilfred Ndidi,236,Midfielder,MID,Leicester,LEI,2.2,,1,,1,a,50,2671,32,0,85,17
Wilfried,Zaha,Wilfried Zaha,141,Midfielder,MID,Crystal Palace,CRY,7.9,,1,,1,a,70,3279,38,0,120,17.1
William,Saliba,William Saliba,27,Defender,DEF,Arsenal,ARS,3.8,,1,,1,a,45,0,0,0,0,0
William,Smallbone,William Smallbone,379,Midfielder,MID,Southampton,SOU,0.4,,1,,1,a,45,389,9,0,24,5.3
Willian,Borges Da Silva,Willian,478,Midfielder,MID,Arsenal,ARS,8.3,,1,,1,a,80,2595,36,0,168,21
Willy,Caballero,Willy Caballero,101,Goalkeeper,GKP,Chelsea,CHE,0.4,,1,,1,a,50,450,5,0,13,2.6
Willy,Boly,Willy Boly,458,Defender,DEF,Wolves,WOL,2.4,,1,,1,a,55,1980,22,0,97,17.6
Xherdan,Shaqiri,Xherdan Shaqiri,247,Midfielder,MID,Liverpool,LIV,0.1,,1,75,0.75,d,65,181,7,0,15,2.3
Yan,Valery,Yan Valery,378,Defender,DEF,Southampton,SOU,0.1,,1,,1,a,50,778,11,0,18,3.6
Yerry,Mina,Yerry Mina,162,Defender,DEF,Everton,EVE,0.9,,1,,1,a,55,2281,29,0,78,14.2
Yoshinori,Muto,Yoshinori Muto,341,Forward,FWD,Newcastle,NEW,0.4,,1,,1,a,50,207,8,0,9,1.8
Youri,Tielemans,Youri Tielemans,228,Midfielder,MID,Leicester,LEI,2.2,,1,,1,a,65,2823,37,0,117,18
Yves,Bissouma,Yves Bissouma,76,Midfielder,MID,Brighton,BHA,4.3,,1,,1,a,45,1253,22,0,39,8.7
Zeze Steven,Sessegnon,Zeze Steven Sessegnon,192,Defender,DEF,Fulham,FUL,0.3,,1,0,0,n,45,0,0,0,0,0
